trait,gene_id,chr,gene_start,gene_end,strand,lead_SNP,class,lead_neg_log10p,dist_to_lead_bp,locus_id,n_snps_window,status,fail_status,best_MGmin,best_epsilon,best_n_ind,best_n_groups,best_group_sizes,best_kw_p_raw,best_kw_p_holm_within_gene,trait_fdr_p,trait_bonferroni_p,significant_fdr,significant_bonferroni,n_unique_valid_tests,n_total_valid_tests_before_collapse,description,combined_pdf_path,heatmap_pdf_path,heatmap_dir,gene_file
betaglucan,HORVU.MOREX.r3.2HG0191450,2H,602068722,602070283,-,2H:602246902,significant,7.0568,-176619,betaglucan_2H_2,6,tested_ns,"",2,0.4,237,2,18|219,0.699311992188659,0.699311992188659,0.790526599865441,1,FALSE,FALSE,1,5,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.2HG0191450/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.2HG0191450__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191450/MGmin_2/Heatmaps__HORVU.MOREX.r3.2HG0191450__MGmin2__Eps0p4.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191450,HORVU.MOREX.r3.2HG0191450.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0191490,2H,602118745,602125713,-,2H:602246902,significant,7.0568,-121189,betaglucan_2H_2,18,tested_ns,"",2,0.2,189,4,13|16|56|104,0.239761250074875,0.719283750224624,0.795803298120861,1,FALSE,FALSE,3,13,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.2HG0191490/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.2HG0191490__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191490/MGmin_2/Heatmaps__HORVU.MOREX.r3.2HG0191490__MGmin2__Eps0p2.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191490,HORVU.MOREX.r3.2HG0191490.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0112830,2H,42034602,42035177,+,2H:41996626,significant,8.906,37976,betaglucan_2H_1,19,tested_ns,"",3,0.2,232,2,15|217,0.875149420288746,1,1,1,FALSE,FALSE,3,13,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.2HG0112830/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.2HG0112830__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0112830/MGmin_3/Heatmaps__HORVU.MOREX.r3.2HG0112830__MGmin3__Eps0p2.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0112830,HORVU.MOREX.r3.2HG0112830.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0341640,4H,35091817,35097562,+,4H:34858354,significant,7.9777,233463,betaglucan_4H_1,41,tested_ns,"",3,0.05,234,2,98|136,0.139194387315244,1,1,1,FALSE,FALSE,12,14,HINT3 [Source:Projected from Arabidopsis thaliana (AT5G48545) UniProtKB/TrEMBL;Acc:A0A178UAY8],/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.4HG0341640/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.4HG0341640__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341640/MGmin_3/Heatmaps__HORVU.MOREX.r3.4HG0341640__MGmin3__Eps0p05.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341640,HORVU.MOREX.r3.4HG0341640.vcf.gz
betaglucan,HORVU.MOREX.r3.6HG0609520,6H,475282568,475286989,+,6H:475144663,significant,7.1682,137905,betaglucan_6H_1,23,tested_ns,"",3,0.5,248,3,21|27|200,0.219688646600807,1,1,1,FALSE,FALSE,6,11,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.6HG0609520/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0609520__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0609520/MGmin_3/Heatmaps__HORVU.MOREX.r3.6HG0609520__MGmin3__Eps0p5.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0609520,HORVU.MOREX.r3.6HG0609520.vcf.gz
betaglucan,HORVU.MOREX.r3.7HG0675570,7H,144702710,144703492,+,7H:144534576,marginal,6.769,168134,betaglucan_7H_1,10,tested_ns,"",2,0.4,195,3,38|46|111,0.639209710559657,1,1,1,FALSE,FALSE,4,8,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.7HG0675570/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0675570__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.7HG0675570/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0675570__MGmin2__Eps0p4.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.7HG0675570,HORVU.MOREX.r3.7HG0675570.vcf.gz
betaglucan,HORVU.MOREX.r3.6HG0627110,6H,545897775,545902031,+,6H:545947347,marginal,6.654,-45316,betaglucan_6H_2,15,tested_ns,"",2,0.85,153,4,12|19|51|71,0.538680138172169,1,1,1,FALSE,FALSE,5,11,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.6HG0627110/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0627110__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627110/MGmin_2/Heatmaps__HORVU.MOREX.r3.6HG0627110__MGmin2__Eps0p85.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627110,HORVU.MOREX.r3.6HG0627110.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0112870,2H,42083114,42084259,-,2H:41996626,significant,8.906,86488,betaglucan_2H_1,0,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0112870,HORVU.MOREX.r3.2HG0112870.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0112880,2H,42088976,42090440,+,2H:41996626,significant,8.906,92350,betaglucan_2H_1,3,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0112880,HORVU.MOREX.r3.2HG0112880.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0341530,4H,34755668,34756045,+,4H:34858354,significant,7.9777,-102309,betaglucan_4H_1,0,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341530,HORVU.MOREX.r3.4HG0341530.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0341540,4H,34759499,34761914,-,4H:34858354,significant,7.9777,-96440,betaglucan_4H_1,6,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341540,HORVU.MOREX.r3.4HG0341540.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0341660,4H,35152874,35153578,+,4H:34858354,significant,7.9777,294520,betaglucan_4H_1,0,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341660,HORVU.MOREX.r3.4HG0341660.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0191440,2H,602061960,602065234,-,2H:602246902,significant,7.0568,-181668,betaglucan_2H_2,4,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191440,HORVU.MOREX.r3.2HG0191440.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0191460,2H,602073052,602075282,-,2H:602246902,significant,7.0568,-171620,betaglucan_2H_2,8,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,"Cationic amino acid transporter 8, vacuolar [Source:Projected from Arabidopsis thaliana (AT1G17120) UniProtKB/Swiss-Prot;Acc:Q9SHH0]",,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191460,HORVU.MOREX.r3.2HG0191460.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0191550,2H,602363492,602365012,-,2H:602246902,significant,7.0568,116590,betaglucan_2H_2,1,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191550,HORVU.MOREX.r3.2HG0191550.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0191560,2H,602426208,602426417,-,2H:602246902,significant,7.0568,179306,betaglucan_2H_2,0,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191560,HORVU.MOREX.r3.2HG0191560.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0191570,2H,602446085,602446294,-,2H:602246902,significant,7.0568,199183,betaglucan_2H_2,1,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191570,HORVU.MOREX.r3.2HG0191570.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0077730,1H,479461831,479465763,-,1H:479493867,significant,6.9044,-28104,betaglucan_1H_1,2,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,Hydroxyproline-rich glycoprotein family protein [Source:Projected from Arabidopsis thaliana (AT1G73840) UniProtKB/TrEMBL;Acc:Q8VYM7],,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077730,HORVU.MOREX.r3.1HG0077730.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0077840,1H,479616076,479618391,+,1H:479493867,significant,6.9044,122209,betaglucan_1H_1,15,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077840,HORVU.MOREX.r3.1HG0077840.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0395760,4H,528266382,528267071,+,4H:528254769,significant,6.8965,11613,betaglucan_4H_2,0,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0395760,HORVU.MOREX.r3.4HG0395760.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0079200,1H,483281192,483282133,+,1H:483379118,significant,6.886,-96985,betaglucan_1H_2,3,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079200,HORVU.MOREX.r3.1HG0079200.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0079320,1H,483532549,483533037,-,1H:483379118,significant,6.886,153431,betaglucan_1H_2,0,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079320,HORVU.MOREX.r3.1HG0079320.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0079340,1H,483567227,483567676,-,1H:483379118,significant,6.886,188109,betaglucan_1H_2,0,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079340,HORVU.MOREX.r3.1HG0079340.vcf.gz
betaglucan,HORVU.MOREX.r3.6HG0627000,6H,545855095,545855993,+,6H:545947347,marginal,6.654,-91354,betaglucan_6H_2,3,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627000,HORVU.MOREX.r3.6HG0627000.vcf.gz
betaglucan,HORVU.MOREX.r3.6HG0627070,6H,545883976,545886745,-,6H:545947347,marginal,6.654,-60602,betaglucan_6H_2,7,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,PAP-specific phosphatase HAL2-like [Source:Projected from Arabidopsis thaliana (AT5G54390) UniProtKB/Swiss-Prot;Acc:Q38945],,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627070,HORVU.MOREX.r3.6HG0627070.vcf.gz
betaglucan,HORVU.MOREX.r3.6HG0627100,6H,545895924,545897592,-,6H:545947347,marginal,6.654,-49755,betaglucan_6H_2,4,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627100,HORVU.MOREX.r3.6HG0627100.vcf.gz
betaglucan,HORVU.MOREX.r3.6HG0627150,6H,546116420,546118763,+,6H:545947347,marginal,6.654,169073,betaglucan_6H_2,0,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627150,HORVU.MOREX.r3.6HG0627150.vcf.gz
fiber,HORVU.MOREX.r3.7HG0729020,7H,573446798,573449876,+,7H:573606306,significant,7.1456,-156430,fiber_7H_2,27,SIGNIFICANT_FDR_and_BONF,"",2,0.8,219,4,17|42|49|111,1.00042912972895e-09,7.00300390810268e-09,9.10390508053348e-08,9.10390508053348e-08,TRUE,TRUE,7,12,"High-affinity nitrate transporter, Nitrate transport, Auxin signalin [Source: Projected from Oryza sativa (Os01g0547600)]",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729020/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729020__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729020/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0729020__MGmin2__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729020,HORVU.MOREX.r3.7HG0729020.vcf.gz
fiber,HORVU.MOREX.r3.7HG0642460,7H,14922844,14926256,-,7H:14817657,marginal,6.731,105187,fiber_7H_1,6,SIGNIFICANT_FDR_and_BONF,"",2,0.8,194,3,16|53|125,2.15106450803342e-08,4.30212901606684e-08,2.79638386044345e-07,5.5927677208869e-07,TRUE,TRUE,2,5,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0642460/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0642460__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642460/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0642460__MGmin2__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642460,HORVU.MOREX.r3.7HG0642460.vcf.gz
fiber,HORVU.MOREX.r3.4HG0339140,4H,24791689,24793640,+,4H:24707376,significant,6.9727,84313,fiber_4H_1,24,SIGNIFICANT_FDR_and_BONF,"",2,0.2,237,2,15|222,1.75656769181651e-08,1.75656769181651e-07,7.61179333120489e-07,2.28353799936147e-06,TRUE,TRUE,10,11,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.4HG0339140/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.4HG0339140__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.4HG0339140/MGmin_2/Heatmaps__HORVU.MOREX.r3.4HG0339140__MGmin2__Eps0p2.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.4HG0339140,HORVU.MOREX.r3.4HG0339140.vcf.gz
fiber,HORVU.MOREX.r3.7HG0729090,7H,573791554,573793005,+,7H:573606306,significant,7.1456,185248,fiber_7H_2,13,SIGNIFICANT_FDR_and_BONF,"",2,0.85,236,2,116|120,1.07865974419685e-06,1.07865974419685e-06,3.50564416863976e-06,1.4022576674559e-05,TRUE,TRUE,1,1,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729090/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729090__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729090/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0729090__MGmin2__Eps0p85.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729090,HORVU.MOREX.r3.7HG0729090.vcf.gz
fiber,HORVU.MOREX.r3.7HG0642360,7H,14813488,14815418,-,7H:14817657,marginal,6.731,-2239,fiber_7H_1,10,SIGNIFICANT_FDR_and_BONF,"",2,0.4,230,2,85|145,8.74388801471589e-07,2.62316640441477e-06,6.8202326514784e-06,3.4101163257392e-05,TRUE,TRUE,3,5,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0642360/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0642360__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642360/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0642360__MGmin2__Eps0p4.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642360,HORVU.MOREX.r3.7HG0642360.vcf.gz
fiber,HORVU.MOREX.r3.7HG0729100,7H,573793434,573794861,-,7H:573606306,significant,7.1456,187128,fiber_7H_2,19,SIGNIFICANT_FDR_and_BONF,"",2,0.85,206,4,10|15|88|93,0.000112418505806616,0.000112418505806616,0.000220310974257103,0.00146144057548601,TRUE,TRUE,1,1,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729100/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729100__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729100/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0729100__MGmin2__Eps0p85.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729100,HORVU.MOREX.r3.7HG0729100.vcf.gz
fiber,HORVU.MOREX.r3.1HG0051670,1H,344378983,344385900,-,1H:344520079,marginal,6.548,-134179,fiber_1H_1,16,SIGNIFICANT_FDR_and_BONF,"",3,0.85,207,4,11|14|17|165,2.965724653461e-05,0.00011862898613844,0.000220310974257103,0.00154217681979972,TRUE,TRUE,4,8,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.1HG0051670/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0051670__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.1HG0051670/MGmin_3/Heatmaps__HORVU.MOREX.r3.1HG0051670__MGmin3__Eps0p85.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.1HG0051670,HORVU.MOREX.r3.1HG0051670.vcf.gz
fiber,HORVU.MOREX.r3.7HG0642350,7H,14780718,14782145,+,7H:14817657,marginal,6.731,-35512,fiber_7H_1,14,SIGNIFICANT_FDR_only,"",2,0.2,186,5,25|28|34|43|56,0.00401178992583345,0.00802357985166691,0.0130383172589587,0.10430653807167,TRUE,FALSE,2,10,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0642350/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0642350__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642350/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0642350__MGmin2__Eps0p2.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642350,HORVU.MOREX.r3.7HG0642350.vcf.gz
