short_Tag,season,GI,BI,site,Block_no,Tiller.Length,Number.Of.Tillers,Spike.Length,Awn.Length,Flag.Length,Brittle.spike_lenhth,Plant.Biomass,No.Of.Spikelets,Z5_GDD,Z10_GDD,Z11_GDD,B.yellow_GDD,Bstart_GDD,britlemiddleGDD,ExpEndGdd,cm_1000gdd,sowing_to_z5,sowing_to_z10,flowering_time,flowering_to_yellowSpike,yellow_to_brittleStart,brittle_start_to_brittle_middle,Brittle_start_to_brittle_end,Grain_weight,number_of_grains,number_of_spikes,Grain_per_spike,spike_density,ProteinAsis.,StarchAsis.,BetaglucansAsis.,FiberAsis.,Location,Number,Feature,Polygon,Poligon_nu,longitude,latitude,x,y,March,Precipitation,December,Elevation,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_08,bio_09,bio_10,bio_11,bio_12,bio_13,bio_15,bio_16,bio_19,CECSOL_1km,CLYPPT_1km,CRFVOL_1km,PHIHOX_1km,PHIKCL_1km,SLTPPT_1km,SNDPPT_1km,pH,EC,Field_capacity,Organic_by_weight
HS1602,2020,746,146,16,3,79,15,12.9,NA,NA,3.5,NA,24,456.6,1449.35,1565.05,2126.45,2203.05,2317.85,2539.85,NA,29,99,106,33,3,5,9,NA,NA,NA,NA,0.5375,16.04,47,5,3.6,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1607,2020,791,191,16,3,113,43,14.9,NA,NA,3,NA,26,488.2,1470.5,1646.15,2203.05,2387.25,2339.85,2539.85,NA,31,100,111,31,8,NA,8,NA,NA,NA,NA,0.573076923,17.61,38.3,5.21,3.83,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1605,2020,859,259,16,3,101,23,14,NA,NA,5,NA,26,456.6,1646.15,1768.45,2317.85,2339.85,2361.7,3074.95,NA,29,111,119,28,1,1,30,NA,NA,NA,NA,0.538461538,16.58,40.1,4.89,4.09,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1604,2020,882,282,16,3,90,16,12.5,NA,NA,3,NA,22,488.2,1646.15,1768.45,2339.85,2387.25,2488.6,2562.75,NA,31,111,119,29,2,4,3,NA,NA,NA,NA,0.568181818,16.22,32.1,6.03,4.12,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1614,2020,886,286,16,3,75,37,14,NA,NA,4,NA,24,663.85,1768.45,1945.05,2488.6,NA,2539.85,3074.95,NA,41,119,129,25,NA,NA,NA,NA,NA,NA,NA,0.583333333,19.15,33,5.37,3.9,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1604,2020,933,33,16,4,87.5,14,12,NA,NA,0,NA,28,488.2,1579.55,1718.55,2203.05,2317.85,2339.85,3074.95,NA,31,107,115,27,5,1,31,NA,NA,NA,NA,0.428571429,17.32,27.6,3.99,4.21,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1614,2020,1084,184,16,4,86,35,12.4,NA,NA,0,NA,24,560.25,1646.15,1718.55,2317.85,2339.85,2387.25,3074.95,NA,35,111,115,32,1,2,30,NA,NA,NA,NA,0.516666667,17.76,26.6,4.35,3.53,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1607,2020,1086,186,16,4,94,24,11.6,NA,NA,4.5,NA,22,456.6,1449.35,1646.15,2181.5,2203.05,2361.7,3074.95,NA,29,99,111,30,1,7,36,NA,NA,NA,NA,0.527272727,15.76,37.1,4.52,4.06,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1603,2020,1094,194,16,4,128,59,14,NA,NA,3,NA,26,443.3,1418.95,1579.55,2126.45,2181.5,2181.5,2387.25,NA,28,97,107,32,2,NA,9,NA,NA,NA,NA,0.538461538,16.46,42.7,4.43,3.88,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1605,2020,1108,208,16,4,125,54,13.1,NA,NA,3.5,NA,28,488.2,1646.15,1768.45,NA,2317.85,2387.25,2488.6,NA,31,111,119,NA,NA,3,4,NA,NA,NA,NA,0.467857143,17.15,40,3.82,3.8,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1602,2020,1128,228,16,4,112,33,14.4,NA,NA,3.5,NA,26,456.6,1470.5,1579.55,2126.45,2203.05,2317.85,3074.95,NA,29,100,107,32,3,5,36,NA,NA,NA,NA,0.553846154,17.82,44.1,4.87,3.52,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1606,2020,1146,246,16,4,116,49,16,NA,NA,6.5,NA,26,456.6,1718.55,1818.1,2339.85,NA,2387.25,3074.95,NA,29,115,122,26,NA,NA,NA,NA,NA,NA,NA,0.615384615,18.17,39.4,3.86,4.31,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1610,2020,1153,253,16,4,129.5,42,15.4,NA,NA,3.5,NA,26,428.3,1449.35,1579.55,2126.45,2203.05,2317.85,3074.95,NA,27,99,107,32,3,5,36,NA,NA,NA,NA,0.592307692,16.52,46.4,4.81,3.7,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1616,2020,1173,273,16,4,98,21,11.4,NA,NA,3,NA,26,560.25,1486.75,1646.15,2181.5,2245.2,2317.85,3074.95,NA,35,101,111,30,3,3,34,NA,NA,NA,NA,0.438461538,12.53,48.8,3.96,3.17,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1617,2020,1195,295,16,4,98,14,14.4,NA,NA,3.5,NA,24,488.2,1418.95,1579.55,2126.45,2181.5,2317.85,2562.75,NA,31,97,107,32,2,6,10,NA,NA,NA,NA,0.6,16.76,39.4,4.16,4.24,Cabri,16,Soil,HZ1,4,35.1552,33.00515,214848,767780,20.5,651,10.33,73,19.64333725,9.739995956,39.91801834,559.2680664,31.79000664,7.39000654,24.39999962,12.79833412,25.92500496,26.31000519,12.79833412,626.6995239,169.1998749,111.8037567,412.3997498,412.3997498,21,26,10,74,56,33,41,7.59,565,8.955,13.552
HS1702,2020,161,161,17,1,78,13,NA,NA,NA,5,NA,NA,443.3,1665.95,1878.15,NA,2317.85,2462.65,3074.95,NA,28,112,126,NA,NA,6,31,NA,NA,NA,NA,NA,13.97,49.5,5.22,3.03,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1703,2020,162,162,17,1,76,20,10.9,NA,NA,3,NA,20,456.6,1565.05,1665.95,2181.5,2222.75,2317.85,3074.95,NA,29,106,112,29,2,4,35,NA,NA,NA,NA,0.545,13.32,50.2,5.52,3.5,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1704,2020,163,163,17,1,72,22,12.5,NA,NA,2.5,NA,24,385.75,1529.2,1646.15,NA,2181.5,2317.85,2539.85,NA,24,104,111,NA,NA,6,9,NA,NA,NA,NA,0.520833333,14.15,42.1,5.51,3.7,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1705,2020,164,164,17,1,74,24,13.5,NA,NA,4,NA,26,428.3,1434.65,1565.05,2126.45,2181.5,2317.85,3074.95,NA,27,98,106,33,2,6,37,NA,NA,NA,NA,0.519230769,13.3,47.8,4.11,2.94,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1706,2020,165,165,17,1,90,23,NA,NA,NA,7.5,NA,NA,560.25,1768.45,1878.15,2339.85,2361.7,2488.6,3074.95,NA,35,119,126,22,1,5,29,NA,NA,NA,NA,NA,15.42,46.2,5.4,3.24,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1707,2020,166,166,17,1,73,17,13.1,NA,NA,5.5,NA,24,456.6,1646.15,1718.55,2245.2,2339.85,2462.65,3074.95,NA,29,111,115,29,4,5,30,NA,NA,NA,NA,0.545833333,14.79,41.1,4.46,3.44,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1708,2020,167,167,17,1,69,28,12.8,NA,NA,4.5,NA,24,443.3,1565.05,1665.95,2181.5,2317.85,2339.85,3074.95,NA,28,106,112,29,6,1,31,NA,NA,NA,NA,0.533333333,16.87,44.7,4.53,3.76,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1709,2020,168,168,17,1,NA,NA,NA,NA,NA,NA,NA,NA,385.75,NA,NA,NA,NA,NA,3074.95,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1710,2020,169,169,17,1,89,20,12,NA,NA,5.5,NA,22,456.6,1665.95,1784.55,NA,2317.85,2462.65,3074.95,NA,29,112,120,NA,NA,6,31,NA,NA,NA,NA,0.545454545,14.89,45,5.8,3.43,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1711,2020,170,170,17,1,81,26,12.2,NA,NA,4.5,NA,24,443.3,1565.05,1718.55,2203.05,2203.05,2387.25,3074.95,NA,28,106,115,27,NA,8,36,NA,NA,NA,NA,0.508333333,16.82,43.8,3.99,3.56,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1702,2020,373,73,17,2,51,17,14.8,NA,NA,3.5,NA,26,428.3,1768.45,1945.05,2387.25,NA,2462.65,3074.95,NA,27,119,129,21,NA,NA,NA,NA,NA,NA,NA,0.569230769,17.06,44.4,6.41,3.5,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1709,2020,375,75,17,2,76,26,12.8,NA,NA,8,NA,22,443.3,1945.05,2126.45,2539.85,2562.75,NA,3074.95,NA,28,129,139,17,1,NA,21,NA,NA,NA,NA,0.581818182,18.4,34.2,4.75,3.81,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1705,2020,382,82,17,2,83,22,12.7,NA,NA,4,NA,22,428.3,1529.2,1646.15,2181.5,2203.05,2339.85,3074.95,NA,27,104,111,30,1,6,36,NA,NA,NA,NA,0.577272727,16.63,40,3.56,3.31,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1711,2020,413,113,17,2,87,34,13.4,NA,NA,5,NA,24,428.3,1565.05,1688.65,NA,2203.05,2462.65,3074.95,NA,27,106,113,NA,NA,11,36,NA,NA,NA,NA,0.558333333,14.86,52,3.44,3.16,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1708,2020,461,161,17,2,75,35,13.6,NA,NA,5,NA,22,428.3,1646.15,1688.65,2181.5,2203.05,2361.7,3074.95,NA,27,111,113,28,1,7,36,NA,NA,NA,NA,0.618181818,16.01,49.2,4.51,3.25,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1706,2020,474,174,17,2,62,25,NA,NA,NA,5,NA,NA,428.3,1688.65,1802.15,NA,2181.5,2462.65,3074.95,NA,27,113,121,NA,NA,12,37,NA,NA,NA,NA,NA,18.15,47.6,4.26,3.69,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1707,2020,544,244,17,2,82,54,14,NA,NA,4,NA,26,428.3,1718.55,1818.1,2339.85,2361.7,2462.65,3074.95,NA,27,115,122,26,1,4,29,NA,NA,NA,NA,0.538461538,17.84,38,4.98,3.43,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1704,2020,553,253,17,2,83,37,13.2,NA,NA,4,NA,26,428.3,1579.55,1665.95,2203.05,2245.2,2317.85,3074.95,NA,27,107,112,30,2,3,34,NA,NA,NA,NA,0.507692308,15.86,43.3,4.31,3.78,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1703,2020,554,254,17,2,75,30,11.9,NA,NA,5,NA,24,428.3,1565.05,1665.95,2203.05,2317.85,2361.7,3074.95,NA,27,106,112,30,5,2,31,NA,NA,NA,NA,0.495833333,13.36,45.2,4.15,3.48,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1710,2020,569,269,17,2,87,26,12.4,NA,NA,2,NA,22,456.6,1665.95,1768.45,2317.85,2339.85,2361.7,2539.85,NA,29,112,119,28,1,1,7,NA,NA,NA,NA,0.563636364,13.65,42.1,5.48,2.97,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1702,2020,609,9,17,3,78,26,12.5,NA,NA,0,NA,24,443.3,1688.65,1818.1,NA,2339.85,2387.25,3074.95,NA,28,113,122,NA,NA,2,30,NA,NA,NA,NA,0.520833333,15.4,46.1,5.5,3.57,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1710,2020,617,17,17,3,99,59,12,NA,NA,2.5,NA,24,443.3,1768.45,1802.15,NA,NA,2361.7,2562.75,NA,28,119,121,NA,NA,NA,8,NA,NA,NA,NA,0.5,16.55,45.6,4.44,3.23,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1707,2020,647,47,17,3,85,39,14.6,NA,NA,0,NA,22,443.3,1688.65,1802.15,NA,2339.85,2387.25,2562.75,NA,28,113,121,NA,NA,2,7,NA,NA,NA,NA,0.663636364,17.27,44.9,4.75,3.65,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1709,2020,705,105,17,3,73,25,NA,NA,NA,7,NA,NA,428.3,1768.45,2126.45,2203.05,2387.25,2488.6,3074.95,NA,27,119,139,3,8,4,28,NA,NA,NA,NA,NA,18.1,30.8,5.54,3.47,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1711,2020,706,106,17,3,89,37,14,NA,NA,3,NA,24,443.3,1646.15,1688.65,2245.2,2317.85,2339.85,2488.6,NA,28,111,113,31,3,1,6,NA,NA,NA,NA,0.583333333,15.47,53.8,4.17,3.19,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1706,2020,743,143,17,3,86,23,14.4,NA,NA,4.5,NA,24,443.3,1646.15,1718.55,NA,2203.05,2387.25,3074.95,NA,28,111,115,NA,NA,8,36,NA,NA,NA,NA,0.6,13.78,56.3,3.84,2.89,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1703,2020,764,164,17,3,67,20,12.5,NA,NA,4,NA,22,443.3,1565.05,1646.15,2126.45,2203.05,2339.85,3074.95,NA,28,106,111,28,3,6,36,NA,NA,NA,NA,0.568181818,14.54,46.3,4.23,3.33,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1705,2020,770,170,17,3,84,31,14,NA,NA,5,NA,26,428.3,1449.35,1646.15,NA,2126.45,2317.85,3074.95,NA,27,99,111,NA,NA,8,39,NA,NA,NA,NA,0.538461538,15.72,50.8,3.63,2.86,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1704,2020,860,260,17,3,82,53,13,NA,NA,3.5,NA,26,488.2,1565.05,1688.65,NA,2203.05,2317.85,2387.25,NA,31,106,113,NA,NA,5,3,NA,NA,NA,NA,0.5,20.19,40.8,4.25,3.82,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1708,2020,878,278,17,3,74,35,12.5,NA,NA,4,NA,22,428.3,1768.45,1818.1,NA,2339.85,2488.6,3074.95,NA,27,119,122,NA,NA,6,30,NA,NA,NA,NA,0.568181818,16.21,52.4,4.98,2.9,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
HS1707,2020,902,2,17,4,63,9,NA,NA,NA,3.5,NA,NA,428.3,1768.45,1860.05,2317.85,2339.85,2387.25,2562.75,NA,27,119,125,22,1,2,7,NA,NA,NA,NA,NA,13.92,41.9,4.83,4.53,Meron,17,Cold,HZ1,4,35.41195,32.98913,238845,766021,13.67,897,6.63,1084,15.57580566,10.65168667,38.49469376,643.9330444,28.22998047,0.5599612,27.67001915,7.40664101,22.77496147,22.77496147,7.40664101,852.802063,202.3004456,106.4299545,537.0012817,537.0012817,26,26,20,71,55,35,39,7.01,332,8.195,9.428
